3591.44824219,-2802.48339844,-2682.27734375,805.21490479,-4719.33447266,-4179.05859375,2145.09130859,-3393.55004883,-2411.04711914,1816.53002930,-878.02752686,852.13281250,3523.05761719,-3500.77563477,-3448.83569336,-2053.47216797,-1241.34057617,4118.18115234,2235.59057617,4698.38720703,4393.53222656,-1868.66101074,2715.39306641,-3698.77807617,-4849.00732422,-4524.58691406,-3670.88159180,-3625.72631836,-2911.08715820,3834.86279297,-4252.31103516,4520.50341797,-2793.01782227,-1250.25805664,3093.05615234,-2771.54199219,-2236.62255859,-2215.35351562,-2502.99877930,-54.32636642,2998.88452148,2969.22045898,989.42895508,-5163.39111328,4368.75732422,-23.24661636,-2665.71752930,-994.67968750,-3724.36230469,4221.02148438,1400.27221680,-3314.35620117,-4307.93847656,-3926.09252930,5061.09814453,3225.43823242,-4897.88525391,-2399.12426758,3671.01000977,4497.51660156,-4260.05126953,3336.79150391,2315.06884766,-2476.88964844,-4521.36914062,-2885.78051758,-3579.87646484,-1211.21667480,5073.57373047,1549.43395996,3378.24169922,3252.46142578,417.14236450,-4959.59228516,2172.95117188,-3045.77172852,-993.43682861,-3722.31176758,751.70080566,-413.17053223,4692.54980469,3502.59570312,-4204.78857422,-2503.81616211,1411.73803711,4794.17529297,-942.26678467,-1287.01477051,3802.52636719,1869.22717285,1886.76306152,-3508.73486328,2144.33422852,3603.72680664,-5103.39794922,1703.37792969,-3237.90063477,1809.71130371,-2447.99951172,510.83261108,-2926.53857422,-1279.07446289,-2484.75000000,5051.12695312,4216.62451172,-2953.79687500,1442.48034668,-1485.59936523,-2439.98999023,-3503.65869141,-845.21350098,-1778.30480957,4384.60937500,-2214.00146484,1924.96777344,3062.12500000,2292.73291016,2558.46826172,2892.55175781,610.95654297,-2610.17675781,3365.45800781,-5016.16552734,-592.83532715,-1403.24951172,-5129.95312500,-533.04382324,-3058.11840820
3587.97216797,-2864.51708984,-3148.11816406,495.30371094,-4483.62841797,-3833.15625000,1709.61743164,-3532.98510742,-2786.72900391,1908.92871094,-1007.00207520,1124.30810547,3538.75024414,-4194.15234375,-3726.59619141,-2737.65502930,-1306.38586426,3989.78466797,2394.81494141,4889.69726562,3868.13574219,-1050.91271973,2903.66088867,-3922.17163086,-4436.97656250,-4267.34033203,-3720.50048828,-3758.69653320,-2862.08813477,4122.62695312,-4406.69140625,4224.88037109,-2984.20092773,-925.82147217,3868.61523438,-2120.08056641,-2672.64843750,-2753.24511719,-2903.89916992,617.51721191,2904.57031250,3432.63232422,590.21783447,-4965.72412109,4453.60546875,490.36553955,-3242.76977539,-370.70132446,-4194.20166016,4111.55126953,1819.49511719,-3605.63842773,-4921.74560547,-3915.06616211,4839.90136719,3555.86328125,-4658.14306641,-1930.04223633,4271.28906250,4709.30468750,-4081.29077148,3419.32690430,2477.69409180,-1493.77307129,-4929.76074219,-3186.77050781,-3671.93408203,-1902.22229004,4479.39550781,2176.09594727,3357.03515625,3354.08422852,394.01431274,-4426.69433594,3138.14013672,-3653.37451172,-328.19250488,-3100.37109375,712.24908447,-661.30981445,4795.71337891,3325.34497070,-4291.43017578,-2488.88989258,333.63653564,4343.61230469,-1289.02624512,-1489.76354980,3996.43603516,1944.58105469,2672.17822266,-3790.06347656,2024.02062988,3711.69409180,-5149.02880859,2509.93041992,-3729.27001953,2690.59570312,-3327.50170898,1099.42675781,-2697.47363281,-1394.53332520,-2955.68188477,4725.70068359,4663.72216797,-2799.31689453,787.64923096,-1887.01953125,-1907.09191895,-3928.61181641,-793.77520752,-2100.81298828,4718.21582031,-2251.63574219,1839.81872559,3031.18750000,2699.25268555,2485.79956055,2252.95361328,-327.37847900,-2234.63403320,3371.04638672,-4526.74267578,-928.22583008,-1671.03234863,-4996.21484375,-772.37200928,-1841.54687500
3523.29125977,-3102.05957031,-2624.42724609,959.39227295,-4744.25292969,-4372.03076172,2233.50878906,-3618.44482422,-2917.37768555,2103.77099609,-1265.35693359,1266.52014160,3479.89477539,-4041.03637695,-3382.43505859,-2358.52612305,-1117.26782227,4253.44140625,2665.76025391,4890.50341797,4455.75976562,-1783.33898926,2851.63574219,-4159.04345703,-4941.17285156,-4689.60302734,-3627.39038086,-3947.15991211,-3160.35815430,3933.05566406,-4647.00048828,4681.18017578,-2775.15039062,-1386.74560547,3748.76123047,-2766.39404297,-2833.18408203,-2322.15673828,-2685.71069336,-7.22840691,3218.50805664,3061.79907227,1058.20837402,-5270.28271484,4650.63427734,362.18829346,-2750.75854492,-684.61987305,-3889.05175781,4344.90380859,1502.75000000,-3446.47387695,-4482.08251953,-4243.95751953,5091.26806641,3225.44067383,-5086.86035156,-2373.90283203,3702.71997070,4759.68310547,-4355.81689453,3400.35083008,2403.85131836,-2175.79614258,-4643.22509766,-3392.19995117,-3879.15917969,-1286.99230957,4894.01367188,2037.28759766,3346.58398438,3304.84619141,765.17987061,-4906.11425781,2670.59301758,-3083.07348633,-975.85382080,-3510.70922852,967.67700195,-878.77795410,4680.87402344,3810.64135742,-4367.97900391,-2623.50976562,1128.13476562,4867.19726562,-910.00994873,-1485.18481445,3736.32739258,1703.28979492,1951.16137695,-3523.97705078,2378.96020508,3871.78198242,-5091.80761719,2313.48217773,-3242.25073242,2150.67480469,-3150.59033203,646.69189453,-3135.16772461,-1495.31982422,-2560.36450195,5167.68847656,4567.19091797,-3130.12353516,1393.84008789,-1921.11120605,-2414.53784180,-3498.62426758,-1023.05096436,-1961.79858398,4653.63623047,-2561.68090820,2180.92480469,3160.30102539,2311.30712891,2656.77978516,2683.96386719,25.78027725,-2761.05297852,3263.45751953,-4985.97119141,-1079.13623047,-1799.42163086,-5157.84570312,-577.57189941,-2621.15698242
3885.90893555,-2712.36791992,-3082.88720703,420.62539673,-4373.73876953,-3519.75976562,1775.47265625,-3539.60986328,-2325.39160156,1676.38073730,-790.90893555,1014.68707275,3624.85009766,-3653.94213867,-3488.69116211,-2701.16699219,-1660.61499023,3906.34619141,1918.29235840,4797.78027344,3761.56225586,-1270.16088867,2379.98730469,-3566.54077148,-4323.71289062,-4142.88232422,-3735.05395508,-3234.44433594,-2644.49926758,4030.45581055,-4148.37011719,4094.17626953,-3059.69921875,-763.66699219,3280.27246094,-2227.41821289,-2015.27172852,-2882.14184570,-2426.61547852,372.96041870,2584.98046875,3440.97387695,789.80773926,-4877.73144531,3823.28930664,258.01245117,-2940.96655273,-624.84014893,-4018.04467773,4053.74218750,1920.23596191,-3434.81616211,-4823.04150391,-3531.36645508,4870.86523438,3457.03784180,-4429.67431641,-1860.27172852,4149.00292969,4634.18896484,-4014.97656250,3467.65014648,1908.73303223,-1715.82006836,-4700.80859375,-2676.08105469,-3504.49633789,-1692.65002441,4630.10693359,1478.44201660,3486.74169922,3434.55419922,233.87747192,-4548.11230469,2303.45751953,-3478.15527344,-469.81616211,-3274.58081055,1097.13537598,-390.30258179,4767.19531250,2975.48364258,-4275.03125000,-2651.93750000,654.71215820,4290.25585938,-1241.90893555,-1784.88317871,3799.93554688,1911.84729004,2493.97387695,-3910.54394531,1818.70825195,3488.93090820,-5142.88623047,1557.08654785,-3636.47436523,2106.71655273,-2688.79248047,919.75927734,-2679.00830078,-1440.79650879,-2635.25805664,4584.42822266,4311.04199219,-2479.00854492,875.26940918,-1214.00805664,-2217.46875000,-3875.84399414,-1208.93920898,-1582.19409180,4646.54736328,-1956.00903320,1661.64770508,3160.09033203,2670.59619141,2767.67114258,2401.45703125,92.64493561,-2228.60498047,3481.31152344,-4559.66650391,-666.01635742,-1287.90502930,-5008.54150391,-910.00152588,-2169.24462891
3702.14306641,-2929.17944336,-3005.62622070,642.45019531,-4289.70361328,-3697.28784180,1800.33227539,-3502.74462891,-2740.30273438,1850.14953613,-959.21020508,1090.86096191,3531.49584961,-4073.46972656,-3400.64550781,-2750.19653320,-1442.75476074,3894.84692383,2387.19213867,4761.25732422,3815.42138672,-1124.23229980,2858.84228516,-3773.39404297,-4386.26220703,-4261.01660156,-3541.77758789,-3672.21923828,-2888.13452148,4073.28735352,-4283.38964844,4202.27832031,-3024.94116211,-1034.65856934,3723.08251953,-2255.40844727,-2533.22998047,-2826.63232422,-2834.39672852,374.48120117,2900.26391602,3486.85668945,677.60400391,-4865.73242188,4273.77685547,676.90515137,-2964.73315430,-358.24215698,-4168.66650391,4019.27587891,1929.83093262,-3691.48657227,-4918.65087891,-3821.55004883,4738.56884766,3327.62573242,-4596.89404297,-1903.64599609,4160.64160156,4575.79199219,-3989.39526367,3467.78710938,2365.58007812,-1633.70129395,-4862.23242188,-3112.87890625,-3581.82299805,-1697.16235352,4430.84619141,2098.40893555,3361.42260742,3379.65380859,456.88940430,-4345.11914062,2967.24780273,-3591.65454102,-449.75973511,-2925.62597656,830.79779053,-641.93072510,4673.94384766,3245.76733398,-4285.25390625,-2627.18481445,434.92044067,4314.59033203,-1241.96362305,-1690.00061035,3701.60449219,1799.16296387,2727.42041016,-3882.35278320,1931.44213867,3661.54785156,-5058.72412109,2258.55078125,-3754.56982422,2625.64257812,-3116.15112305,856.44018555,-2772.75024414,-1420.59338379,-2537.23657227,4674.92529297,4673.89111328,-2769.43017578,845.49206543,-1813.25061035,-2146.04174805,-3903.94458008,-963.87609863,-2033.26440430,4557.93603516,-2324.23754883,1775.45227051,3114.19897461,2639.29052734,2655.87646484,2098.17456055,-313.28692627,-2233.48388672,3361.95239258,-4393.03808594,-882.70184326,-1659.42822266,-4949.80957031,-926.28320312,-1887.25195312
3100.73803711,-2948.23583984,-2492.21606445,961.00781250,-4735.71582031,-4584.50830078,2176.59667969,-3405.55297852,-3002.13330078,2110.94995117,-1299.46752930,1171.85632324,3257.19409180,-4140.01171875,-3376.58837891,-2110.00146484,-816.88110352,4191.26416016,2942.31835938,4704.84765625,4519.57275391,-1747.80200195,3058.64013672,-4171.16113281,-4912.53564453,-4684.82080078,-3509.98852539,-4190.89111328,-3270.99853516,3767.31372070,-4556.29052734,4703.39648438,-2571.61914062,-1507.71887207,3869.22338867,-2701.11987305,-3163.40283203,-1938.54125977,-2872.11694336,36.22407913,3487.10595703,2840.76000977,999.02441406,-5152.46875000,4969.55322266,113.58831787,-2747.63427734,-724.56671143,-3762.10375977,4237.89892578,1083.22460938,-3304.96411133,-4240.16455078,-4444.53955078,4900.10986328,3153.62353516,-5120.30566406,-2471.89404297,3531.41455078,4521.76171875,-4270.17968750,3178.33276367,2746.30517578,-2161.43798828,-4547.78515625,-3565.91528320,-3850.38964844,-1220.99621582,4744.11718750,2321.91674805,3123.09716797,3050.26855469,794.61236572,-4716.45068359,2928.05175781,-2917.67187500,-978.94580078,-3557.70922852,555.08569336,-869.15478516,4540.32226562,4067.49707031,-4174.18261719,-2385.19458008,1208.39392090,4783.79638672,-906.58215332,-1017.37554932,3747.89233398,1783.99877930,1729.90991211,-3166.18603516,2469.81372070,3841.30834961,-4925.66992188,2726.13574219,-3007.37304688,2217.58837891,-3304.21557617,552.20861816,-2931.65234375,-1231.10339355,-2613.35473633,5147.62646484,4470.74511719,-3465.37988281,1491.62707520,-2319.67895508,-2067.47216797,-3234.65844727,-536.91796875,-2195.93481445,4416.12500000,-2633.27612305,2292.56030273,2934.11303711,2125.83325195,2201.42553711,2820.79541016,-9.19676876,-2728.93188477,3070.11401367,-4871.80419922,-1033.09484863,-1946.79492188,-5004.80029297,-302.12957764,-2802.11206055
3460.56250000,-3194.21191406,-2479.16870117,1217.16345215,-4879.39843750,-4849.05859375,2494.32031250,-3591.74902344,-3008.10766602,2071.47973633,-1173.02758789,905.79486084,3471.04467773,-3968.61279297,-3271.59619141,-2047.73779297,-1013.45959473,4353.25585938,3019.60229492,4812.32714844,4890.97900391,-2001.34045410,3178.53369141,-4107.32470703,-5254.25439453,-5034.37304688,-3518.06933594,-4223.94091797,-3558.33496094,3833.63696289,-4644.04052734,5050.62939453,-2767.20874023,-1788.46936035,3672.28686523,-3154.83911133,-2957.34912109,-1916.87988281,-2919.59204102,-310.94638062,3645.81689453,3067.22216797,1172.98876953,-5409.89111328,5070.75390625,265.58520508,-2544.67724609,-919.34197998,-3988.87915039,4357.84130859,1285.98718262,-3454.62475586,-4397.93896484,-4646.57177734,5167.73876953,3078.44287109,-5445.69433594,-2581.85351562,3581.57153320,4623.56445312,-4411.33056641,3479.00439453,2768.42626953,-2656.09472656,-4756.83691406,-3539.74267578,-3952.14160156,-989.11322021,5142.85644531,2205.02026367,3355.37500000,3283.16162109,843.38232422,-5076.52636719,2722.86181641,-3086.57690430,-1306.49365234,-3735.00048828,665.05352783,-782.61175537,4696.66064453,4273.14501953,-4382.68701172,-2440.74731445,1562.48889160,5152.45166016,-809.38665771,-1103.70874023,3656.72998047,1734.65856934,1684.75695801,-3447.93066406,2529.15942383,4057.75415039,-5139.36230469,2488.18774414,-3086.19140625,2086.47973633,-2935.32641602,235.40991211,-3273.31933594,-1210.35119629,-2357.51318359,5503.24414062,4750.42529297,-3577.44873047,1697.70690918,-2213.52026367,-2531.19213867,-3310.61547852,-706.87512207,-2212.52416992,4477.27294922,-2879.40429688,2243.56518555,3275.64208984,2087.07958984,2543.13110352,2949.34814453,306.32632446,-3043.73583984,3286.91162109,-5159.18066406,-929.85723877,-1862.55078125,-5316.14794922,-478.80130005,-3202.56494141
3686.20043945,-3125.68676758,-2877.12988281,850.63446045,-4622.72119141,-4167.88476562,2139.03686523,-3667.39892578,-2925.50781250,1947.26245117,-1187.64794922,1135.52954102,3581.39599609,-4164.88867188,-3477.61743164,-2640.39111328,-1235.93505859,4216.68359375,2656.57617188,4946.52880859,4235.50830078,-1428.74194336,2953.03710938,-4054.57934570,-4762.44580078,-4562.12841797,-3651.19897461,-3940.93139648,-3203.10156250,4115.57617188,-4583.22021484,4539.83593750,-2968.68139648,-1301.83996582,3849.26416016,-2634.28906250,-2793.01123047,-2567.30615234,-2851.43994141,148.27389526,3136.16821289,3334.27856445,910.52172852,-5183.01757812,4616.17041016,485.71188354,-2937.70581055,-535.54309082,-4168.14990234,4307.64697266,1704.60241699,-3699.57080078,-4843.28515625,-4172.27099609,5010.91503906,3353.62084961,-4960.17529297,-2149.00244141,4043.34887695,4806.05029297,-4289.90136719,3534.83447266,2501.08447266,-1900.30773926,-4897.80664062,-3368.20361328,-3893.06298828,-1498.28454590,4733.32177734,2187.02734375,3435.39013672,3436.09472656,669.50170898,-4704.14208984,2905.87695312,-3440.90405273,-803.10058594,-3327.48852539,882.10223389,-807.15820312,4783.35546875,3628.35986328,-4445.75585938,-2617.25048828,805.42047119,4680.85546875,-1119.54956055,-1496.41723633,3800.46044922,1819.89318848,2383.49169922,-3793.21582031,2288.99414062,3901.22460938,-5186.04443359,2396.21386719,-3565.29321289,2424.22631836,-3187.44702148,706.41687012,-3065.92065430,-1418.49389648,-2635.48217773,5031.04931641,4790.93798828,-3026.99462891,1174.57434082,-1983.23474121,-2310.24243164,-3769.00195312,-949.23431396,-2061.00122070,4765.17187500,-2563.56567383,2065.37182617,3235.19140625,2534.02392578,2636.82885742,2496.83349609,-151.67965698,-2665.34545898,3384.42163086,-4781.74853516,-1032.36193848,-1833.54528809,-5160.25781250,-739.65753174,-2344.14160156
2644.96923828,-1675.53686523,-2884.07177734,-65.03031921,-4883.85595703,-4217.08886719,1582.94982910,-2839.97021484,-2024.99841309,1537.53430176,-175.29873657,500.13793945,3246.38061523,-3475.43212891,-3899.77001953,-1354.03540039,-1334.75720215,3824.74536133,2219.00439453,4333.85205078,4284.38183594,-1534.66113281,2872.77270508,-3302.73730469,-4554.64111328,-4473.62939453,-3990.30590820,-3613.10595703,-2715.28247070,3509.56616211,-3669.96875000,4568.59814453,-2705.16674805,-650.67443848,2967.92578125,-2088.89013672,-2372.04663086,-1208.07373047,-2825.38574219,465.25433350,3716.44921875,2818.81591797,621.01324463,-4849.50292969,4821.40478516,-2081.69165039,-3053.42944336,-1523.32861328,-3678.56909180,3959.82275391,-113.26878357,-2454.85766602,-3763.16113281,-4371.47412109,4772.44140625,3703.87841797,-4726.57275391,-2396.15844727,3590.57788086,3878.55078125,-4067.76562500,2879.47045898,2836.64184570,-2207.56542969,-4484.00537109,-2720.20288086,-2992.70263672,-1343.27746582,5018.63476562,1683.14245605,3192.49218750,2797.42724609,-311.79861450,-4660.69335938,2653.43383789,-2871.45507812,-648.67279053,-4688.37744141,-337.09774780,620.97418213,4768.43554688,3929.39892578,-3714.69213867,-1880.18969727,1870.74987793,4369.43701172,-1590.68054199,192.26414490,4439.56982422,3124.12597656,918.83129883,-2649.03564453,1469.52233887,3199.53564453,-5055.37011719,2312.59936523,-2604.97241211,1792.61999512,-2854.20581055,590.71533203,-1732.11413574,-264.28195190,-3228.06860352,4853.10253906,3709.37475586,-3771.17016602,1435.13647461,-1942.71289062,-979.27691650,-2952.74194336,506.59143066,-2079.84643555,3873.21142578,-1652.77734375,1568.60656738,2624.42309570,2062.33422852,1150.56384277,3992.28540039,695.97357178,-2211.86914062,3376.05102539,-4900.53955078,350.16159058,-1088.23718262,-5000.95605469,267.12561035,-4215.49218750
2927.66967773,-1721.98229980,-3184.14965820,35.14584732,-5703.52148438,-5087.47753906,1399.85095215,-2967.16235352,-2315.86206055,1747.60852051,47.43123245,329.42480469,3763.23852539,-4294.64257812,-4703.02783203,-773.27416992,-1575.94995117,4376.89941406,3106.51879883,4722.39550781,5121.60009766,-1744.96667480,3437.22680664,-3637.45043945,-5266.09082031,-5275.07861328,-4680.42822266,-4031.75805664,-2904.55932617,3789.61914062,-4144.34033203,5408.63574219,-3012.98608398,-500.19140625,3578.01220703,-2040.27478027,-2919.77368164,-1278.61926270,-3654.69458008,821.47534180,4750.12451172,3185.11474609,550.71386719,-5498.45654297,5749.21630859,-3145.79394531,-3406.28710938,-2277.45751953,-4267.31201172,4524.35400391,-801.48468018,-2151.46435547,-3849.69555664,-5311.42431641,5455.16699219,4479.17138672,-5460.39111328,-3064.03198242,4008.33959961,4106.01269531,-4737.61132812,3241.20556641,3666.68457031,-2761.47363281,-5152.00048828,-3187.83154297,-3068.25927734,-1639.22351074,5707.07080078,2194.22802734,3637.81567383,3094.20532227,-280.85806274,-5494.26611328,3472.28295898,-3351.38647461,-560.99322510,-5861.98339844,-1000.39624023,981.89776611,5408.22607422,4924.02685547,-3807.70874023,-1394.89477539,2059.97778320,5021.71289062,-1761.04846191,787.77008057,5297.81250000,3684.61840820,525.14373779,-3109.61596680,1491.25451660,3501.42138672,-5732.18847656,3231.33203125,-2846.18774414,2264.48925781,-3661.82055664,681.70312500,-1602.10302734,189.99221802,-4105.07568359,5603.00097656,4332.37646484,-4798.51660156,1806.74853516,-2605.41699219,-258.47348022,-3265.59155273,1253.99291992,-2816.02929688,4059.83959961,-2191.35986328,1870.08874512,2789.24218750,2272.79785156,561.16204834,5215.52197266,771.84576416,-2183.91894531,3841.06884766,-5750.70410156,712.33514404,-1176.59423828,-5673.55957031,654.32049561,-5013.62890625
